,x,y,variable,value
3571,1331,165,Telekom-Lm8gPs,
3572,1214,55,Telekom-Lm8gPs,
3573,1334,56,Telekom-Lm8gPs,
3574,1450,160,Telekom-Lm8gPs,178.0
3575,1564,147,Telekom-Lm8gPs,
3576,1448,55,Telekom-Lm8gPs,
3577,1560,59,Telekom-Lm8gPs,
3578,1658,57,Telekom-Lm8gPs,
3579,1762,56,Telekom-Lm8gPs,
3580,48,19,Telekom-PObcOU,
3581,41,82,Telekom-PObcOU,
3582,41,141,Telekom-PObcOU,
3583,40,205,Telekom-PObcOU,
3584,40,303,Telekom-PObcOU,
3585,37,407,Telekom-PObcOU,
3586,33,508,Telekom-PObcOU,
3587,38,629,Telekom-PObcOU,
3588,38,728,Telekom-PObcOU,
3589,40,866,Telekom-PObcOU,
3590,33,959,Telekom-PObcOU,
3591,137,958,Telekom-PObcOU,
3592,135,857,Telekom-PObcOU,
3593,135,729,Telekom-PObcOU,
3594,139,639,Telekom-PObcOU,
3595,144,531,Telekom-PObcOU,
3596,143,594,Telekom-PObcOU,
3597,32,582,Telekom-PObcOU,
3598,141,415,Telekom-PObcOU,
3599,146,326,Telekom-PObcOU,
3600,148,178,Telekom-PObcOU,171.0
3601,139,239,Telekom-PObcOU,
3602,146,89,Telekom-PObcOU,
3603,147,24,Telekom-PObcOU,
3604,282,16,Telekom-PObcOU,
3605,277,85,Telekom-PObcOU,
3606,273,159,Telekom-PObcOU,178.0
3607,274,244,Telekom-PObcOU,166.0
3608,274,351,Telekom-PObcOU,171.0
3609,272,458,Telekom-PObcOU,
3610,269,588,Telekom-PObcOU,
3611,263,710,Telekom-PObcOU,
3612,255,828,Telekom-PObcOU,
3613,242,909,Telekom-PObcOU,173.0
3614,231,965,Telekom-PObcOU,
3615,357,957,Telekom-PObcOU,168.0
3616,360,903,Telekom-PObcOU,
3617,360,819,Telekom-PObcOU,169.0
3618,369,704,Telekom-PObcOU,
3619,367,605,Telekom-PObcOU,170.0
3620,370,502,Telekom-PObcOU,167.0
3621,389,394,Telekom-PObcOU,
3622,394,249,Telekom-PObcOU,
3623,391,153,Telekom-PObcOU,
3624,389,71,Telekom-PObcOU,
3625,391,12,Telekom-PObcOU,169.0
3626,514,13,Telekom-PObcOU,167.0
3627,502,67,Telekom-PObcOU,
3628,507,150,Telekom-PObcOU,182.0
3629,504,251,Telekom-PObcOU,176.0
3630,504,377,Telekom-PObcOU,
3631,499,496,Telekom-PObcOU,
3632,490,601,Telekom-PObcOU,
3633,486,704,Telekom-PObcOU,
3634,477,821,Telekom-PObcOU,
3635,476,893,Telekom-PObcOU,178.0
3636,475,962,Telekom-PObcOU,
3637,589,961,Telekom-PObcOU,
3638,589,880,Telekom-PObcOU,171.0
3639,589,788,Telekom-PObcOU,
3640,588,687,Telekom-PObcOU,
3641,588,574,Telekom-PObcOU,
3642,595,490,Telekom-PObcOU,
3643,588,377,Telekom-PObcOU,171.0
3644,592,255,Telekom-PObcOU,
3645,611,147,Telekom-PObcOU,
3646,602,59,Telekom-PObcOU,171.0
3647,599,7,Telekom-PObcOU,
3648,716,13,Telekom-PObcOU,173.0
3649,713,79,Telekom-PObcOU,
3650,708,163,Telekom-PObcOU,178.0
3651,710,257,Telekom-PObcOU,168.0
3652,702,375,Telekom-PObcOU,
3653,698,480,Telekom-PObcOU,168.0
3654,694,574,Telekom-PObcOU,
3655,695,675,Telekom-PObcOU,169.0
3656,692,779,Telekom-PObcOU,
3657,685,885,Telekom-PObcOU,
3658,676,961,Telekom-PObcOU,
3659,811,958,Telekom-PObcOU,164.0
3660,808,877,Telekom-PObcOU,
3661,810,793,Telekom-PObcOU,
3662,812,670,Telekom-PObcOU,
3663,808,561,Telekom-PObcOU,
3664,965,558,Telekom-PObcOU,
3665,1089,567,Telekom-PObcOU,176.0
3666,809,465,Telekom-PObcOU,
3667,808,349,Telekom-PObcOU,
3668,820,255,Telekom-PObcOU,178.0
3669,827,144,Telekom-PObcOU,
3670,826,74,Telekom-PObcOU,179.0
3671,824,13,Telekom-PObcOU,
3672,964,18,Telekom-PObcOU,167.0
3673,971,85,Telekom-PObcOU,
3674,966,151,Telekom-PObcOU,179.0
3675,969,251,Telekom-PObcOU,168.0
3676,970,360,Telekom-PObcOU,
3677,973,459,Telekom-PObcOU,166.0
3678,1094,21,Telekom-PObcOU,182.0
3679,1094,92,Telekom-PObcOU,181.0
3680,1095,158,Telekom-PObcOU,176.0
3681,1090,256,Telekom-PObcOU,175.0
3682,1088,357,Telekom-PObcOU,
3683,1084,448,Telekom-PObcOU,169.0
3684,1218,451,Telekom-PObcOU,185.0
3685,1334,449,Telekom-PObcOU,
3686,1459,444,Telekom-PObcOU,
3687,1566,445,Telekom-PObcOU,170.0
3688,1677,444,Telekom-PObcOU,172.0
3689,1771,439,Telekom-PObcOU,176.0
3690,1765,525,Telekom-PObcOU,
3691,1672,518,Telekom-PObcOU,172.0
3692,1568,537,Telekom-PObcOU,
3693,1448,537,Telekom-PObcOU,168.0
3694,1325,533,Telekom-PObcOU,175.0
3695,1212,529,Telekom-PObcOU,172.0
3696,1148,611,Telekom-PObcOU,186.0
3697,1213,609,Telekom-PObcOU,178.0
3698,1329,616,Telekom-PObcOU,
3699,1444,612,Telekom-PObcOU,
3700,1570,614,Telekom-PObcOU,177.0
3701,1145,676,Telekom-PObcOU,173.0
3702,1209,678,Telekom-PObcOU,177.0
3703,1324,694,Telekom-PObcOU,
3704,1440,685,Telekom-PObcOU,168.0
3705,1574,690,Telekom-PObcOU,
3706,1668,609,Telekom-PObcOU,
3707,1759,607,Telekom-PObcOU,186.0
3708,1657,697,Telekom-PObcOU,
3709,1755,689,Telekom-PObcOU,184.0
3710,1149,785,Telekom-PObcOU,
3711,1214,778,Telekom-PObcOU,
3712,1330,783,Telekom-PObcOU,168.0
3713,1443,769,Telekom-PObcOU,
3714,1582,797,Telekom-PObcOU,174.0
3715,1670,804,Telekom-PObcOU,181.0
3716,1766,803,Telekom-PObcOU,194.0
3717,1146,872,Telekom-PObcOU,176.0
3718,1147,953,Telekom-PObcOU,171.0
3719,1210,873,Telekom-PObcOU,
3720,1330,874,Telekom-PObcOU,
3721,1435,875,Telekom-PObcOU,
3722,1579,888,Telekom-PObcOU,
3723,1671,891,Telekom-PObcOU,171.0
3724,1767,893,Telekom-PObcOU,189.0
3725,1770,962,Telekom-PObcOU,182.0
3726,1677,961,Telekom-PObcOU,188.0
3727,1579,966,Telekom-PObcOU,183.0
3728,1434,957,Telekom-PObcOU,170.0
3729,1334,961,Telekom-PObcOU,
3730,1222,956,Telekom-PObcOU,170.0
3731,1456,353,Telekom-PObcOU,175.0
3732,1334,355,Telekom-PObcOU,
3733,1222,356,Telekom-PObcOU,
3734,1141,360,Telekom-PObcOU,
3735,1454,260,Telekom-PObcOU,176.0
3736,1329,249,Telekom-PObcOU,
3737,1218,251,Telekom-PObcOU,
3738,1669,154,Telekom-PObcOU,168.0
3739,1773,148,Telekom-PObcOU,186.0
3740,1145,253,Telekom-PObcOU,174.0
3741,1144,155,Telekom-PObcOU,
3742,1142,58,Telekom-PObcOU,178.0
3743,1220,162,Telekom-PObcOU,176.0
3744,1577,352,Telekom-PObcOU,
3745,1676,304,Telekom-PObcOU,
3746,1774,307,Telekom-PObcOU,169.0
3747,1771,248,Telekom-PObcOU,170.0
3748,1670,243,Telekom-PObcOU,185.0
3749,1575,235,Telekom-PObcOU,
3750,1331,165,Telekom-PObcOU,
3751,1214,55,Telekom-PObcOU,
3752,1334,56,Telekom-PObcOU,
3753,1450,160,Telekom-PObcOU,
3754,1564,147,Telekom-PObcOU,
3755,1448,55,Telekom-PObcOU,178.0
3756,1560,59,Telekom-PObcOU,178.0
3757,1658,57,Telekom-PObcOU,181.0
3758,1762,56,Telekom-PObcOU,
3759,48,19,Telekom-RD1x97,
3760,41,82,Telekom-RD1x97,
3761,41,141,Telekom-RD1x97,
3762,40,205,Telekom-RD1x97,
3763,40,303,Telekom-RD1x97,
3764,37,407,Telekom-RD1x97,
3765,33,508,Telekom-RD1x97,
3766,38,629,Telekom-RD1x97,
3767,38,728,Telekom-RD1x97,
3768,40,866,Telekom-RD1x97,
3769,33,959,Telekom-RD1x97,
3770,137,958,Telekom-RD1x97,
3771,135,857,Telekom-RD1x97,
3772,135,729,Telekom-RD1x97,
3773,139,639,Telekom-RD1x97,
3774,144,531,Telekom-RD1x97,
3775,143,594,Telekom-RD1x97,
3776,32,582,Telekom-RD1x97,
3777,141,415,Telekom-RD1x97,
3778,146,326,Telekom-RD1x97,
3779,148,178,Telekom-RD1x97,
3780,139,239,Telekom-RD1x97,
3781,146,89,Telekom-RD1x97,
3782,147,24,Telekom-RD1x97,
3783,282,16,Telekom-RD1x97,
3784,277,85,Telekom-RD1x97,
3785,273,159,Telekom-RD1x97,
3786,274,244,Telekom-RD1x97,
3787,274,351,Telekom-RD1x97,
3788,272,458,Telekom-RD1x97,
3789,269,588,Telekom-RD1x97,
3790,263,710,Telekom-RD1x97,
3791,255,828,Telekom-RD1x97,
3792,242,909,Telekom-RD1x97,166.0
3793,231,965,Telekom-RD1x97,
3794,357,957,Telekom-RD1x97,
3795,360,903,Telekom-RD1x97,166.0
3796,360,819,Telekom-RD1x97,
3797,369,704,Telekom-RD1x97,169.0
3798,367,605,Telekom-RD1x97,
3799,370,502,Telekom-RD1x97,
3800,389,394,Telekom-RD1x97,
3801,394,249,Telekom-RD1x97,
3802,391,153,Telekom-RD1x97,
3803,389,71,Telekom-RD1x97,
3804,391,12,Telekom-RD1x97,
3805,514,13,Telekom-RD1x97,
3806,502,67,Telekom-RD1x97,
3807,507,150,Telekom-RD1x97,171.0
3808,504,251,Telekom-RD1x97,
3809,504,377,Telekom-RD1x97,
3810,499,496,Telekom-RD1x97,
3811,490,601,Telekom-RD1x97,
3812,486,704,Telekom-RD1x97,173.0
3813,477,821,Telekom-RD1x97,
3814,476,893,Telekom-RD1x97,
3815,475,962,Telekom-RD1x97,
3816,589,961,Telekom-RD1x97,
3817,589,880,Telekom-RD1x97,
3818,589,788,Telekom-RD1x97,
3819,588,687,Telekom-RD1x97,
3820,588,574,Telekom-RD1x97,
3821,595,490,Telekom-RD1x97,
3822,588,377,Telekom-RD1x97,
3823,592,255,Telekom-RD1x97,
3824,611,147,Telekom-RD1x97,
3825,602,59,Telekom-RD1x97,
3826,599,7,Telekom-RD1x97,
3827,716,13,Telekom-RD1x97,
3828,713,79,Telekom-RD1x97,
3829,708,163,Telekom-RD1x97,
3830,710,257,Telekom-RD1x97,
3831,702,375,Telekom-RD1x97,
3832,698,480,Telekom-RD1x97,184.0
3833,694,574,Telekom-RD1x97,173.0
3834,695,675,Telekom-RD1x97,
3835,692,779,Telekom-RD1x97,
3836,685,885,Telekom-RD1x97,
3837,676,961,Telekom-RD1x97,
3838,811,958,Telekom-RD1x97,
3839,808,877,Telekom-RD1x97,
3840,810,793,Telekom-RD1x97,
3841,812,670,Telekom-RD1x97,
3842,808,561,Telekom-RD1x97,
3843,965,558,Telekom-RD1x97,172.0
3844,1089,567,Telekom-RD1x97,
3845,809,465,Telekom-RD1x97,
3846,808,349,Telekom-RD1x97,
3847,820,255,Telekom-RD1x97,171.0
3848,827,144,Telekom-RD1x97,171.0
3849,826,74,Telekom-RD1x97,
3850,824,13,Telekom-RD1x97,
3851,964,18,Telekom-RD1x97,
3852,971,85,Telekom-RD1x97,
3853,966,151,Telekom-RD1x97,
3854,969,251,Telekom-RD1x97,
3855,970,360,Telekom-RD1x97,
3856,973,459,Telekom-RD1x97,
3857,1094,21,Telekom-RD1x97,
3858,1094,92,Telekom-RD1x97,167.0
3859,1095,158,Telekom-RD1x97,
3860,1090,256,Telekom-RD1x97,
3861,1088,357,Telekom-RD1x97,
3862,1084,448,Telekom-RD1x97,173.0
3863,1218,451,Telekom-RD1x97,170.0
3864,1334,449,Telekom-RD1x97,171.0
3865,1459,444,Telekom-RD1x97,169.0
3866,1566,445,Telekom-RD1x97,
3867,1677,444,Telekom-RD1x97,176.0
3868,1771,439,Telekom-RD1x97,
3869,1765,525,Telekom-RD1x97,
3870,1672,518,Telekom-RD1x97,173.0
3871,1568,537,Telekom-RD1x97,172.0
3872,1448,537,Telekom-RD1x97,172.0
3873,1325,533,Telekom-RD1x97,
3874,1212,529,Telekom-RD1x97,
3875,1148,611,Telekom-RD1x97,174.0
3876,1213,609,Telekom-RD1x97,
3877,1329,616,Telekom-RD1x97,175.0
3878,1444,612,Telekom-RD1x97,
3879,1570,614,Telekom-RD1x97,
3880,1145,676,Telekom-RD1x97,
3881,1209,678,Telekom-RD1x97,171.0
3882,1324,694,Telekom-RD1x97,176.0
3883,1440,685,Telekom-RD1x97,
3884,1574,690,Telekom-RD1x97,
3885,1668,609,Telekom-RD1x97,
3886,1759,607,Telekom-RD1x97,
3887,1657,697,Telekom-RD1x97,177.0
3888,1755,689,Telekom-RD1x97,
3889,1149,785,Telekom-RD1x97,
3890,1214,778,Telekom-RD1x97,
3891,1330,783,Telekom-RD1x97,166.0
3892,1443,769,Telekom-RD1x97,
3893,1582,797,Telekom-RD1x97,173.0
3894,1670,804,Telekom-RD1x97,174.0
3895,1766,803,Telekom-RD1x97,188.0
3896,1146,872,Telekom-RD1x97,
3897,1147,953,Telekom-RD1x97,
3898,1210,873,Telekom-RD1x97,178.0
3899,1330,874,Telekom-RD1x97,179.0
3900,1435,875,Telekom-RD1x97,
3901,1579,888,Telekom-RD1x97,172.0
3902,1671,891,Telekom-RD1x97,
3903,1767,893,Telekom-RD1x97,
3904,1770,962,Telekom-RD1x97,
3905,1677,961,Telekom-RD1x97,
3906,1579,966,Telekom-RD1x97,
3907,1434,957,Telekom-RD1x97,
3908,1334,961,Telekom-RD1x97,
3909,1222,956,Telekom-RD1x97,
3910,1456,353,Telekom-RD1x97,
3911,1334,355,Telekom-RD1x97,167.0
3912,1222,356,Telekom-RD1x97,167.0
3913,1141,360,Telekom-RD1x97,
3914,1454,260,Telekom-RD1x97,169.0
3915,1329,249,Telekom-RD1x97,183.0
3916,1218,251,Telekom-RD1x97,
3917,1669,154,Telekom-RD1x97,
3918,1773,148,Telekom-RD1x97,
3919,1145,253,Telekom-RD1x97,
3920,1144,155,Telekom-RD1x97,
3921,1142,58,Telekom-RD1x97,
3922,1220,162,Telekom-RD1x97,
3923,1577,352,Telekom-RD1x97,
3924,1676,304,Telekom-RD1x97,
3925,1774,307,Telekom-RD1x97,180.0
3926,1771,248,Telekom-RD1x97,
3927,1670,243,Telekom-RD1x97,
3928,1575,235,Telekom-RD1x97,
3929,1331,165,Telekom-RD1x97,
3930,1214,55,Telekom-RD1x97,
3931,1334,56,Telekom-RD1x97,
3932,1450,160,Telekom-RD1x97,
3933,1564,147,Telekom-RD1x97,164.0
3934,1448,55,Telekom-RD1x97,
3935,1560,59,Telekom-RD1x97,
3936,1658,57,Telekom-RD1x97,
3937,1762,56,Telekom-RD1x97,
3938,48,19,Telekom-T3OVsw,
3939,41,82,Telekom-T3OVsw,
3940,41,141,Telekom-T3OVsw,
3941,40,205,Telekom-T3OVsw,
3942,40,303,Telekom-T3OVsw,
3943,37,407,Telekom-T3OVsw,
3944,33,508,Telekom-T3OVsw,
3945,38,629,Telekom-T3OVsw,
3946,38,728,Telekom-T3OVsw,
3947,40,866,Telekom-T3OVsw,
3948,33,959,Telekom-T3OVsw,
3949,137,958,Telekom-T3OVsw,
3950,135,857,Telekom-T3OVsw,
3951,135,729,Telekom-T3OVsw,
3952,139,639,Telekom-T3OVsw,
3953,144,531,Telekom-T3OVsw,
3954,143,594,Telekom-T3OVsw,
3955,32,582,Telekom-T3OVsw,
3956,141,415,Telekom-T3OVsw,
3957,146,326,Telekom-T3OVsw,
3958,148,178,Telekom-T3OVsw,
3959,139,239,Telekom-T3OVsw,
3960,146,89,Telekom-T3OVsw,
3961,147,24,Telekom-T3OVsw,
3962,282,16,Telekom-T3OVsw,
3963,277,85,Telekom-T3OVsw,
3964,273,159,Telekom-T3OVsw,
3965,274,244,Telekom-T3OVsw,
3966,274,351,Telekom-T3OVsw,
3967,272,458,Telekom-T3OVsw,
3968,269,588,Telekom-T3OVsw,
3969,263,710,Telekom-T3OVsw,
3970,255,828,Telekom-T3OVsw,
3971,242,909,Telekom-T3OVsw,
3972,231,965,Telekom-T3OVsw,
3973,357,957,Telekom-T3OVsw,
3974,360,903,Telekom-T3OVsw,
3975,360,819,Telekom-T3OVsw,
3976,369,704,Telekom-T3OVsw,
3977,367,605,Telekom-T3OVsw,
3978,370,502,Telekom-T3OVsw,
3979,389,394,Telekom-T3OVsw,
3980,394,249,Telekom-T3OVsw,
3981,391,153,Telekom-T3OVsw,
3982,389,71,Telekom-T3OVsw,
3983,391,12,Telekom-T3OVsw,
3984,514,13,Telekom-T3OVsw,
3985,502,67,Telekom-T3OVsw,
3986,507,150,Telekom-T3OVsw,
3987,504,251,Telekom-T3OVsw,
3988,504,377,Telekom-T3OVsw,
3989,499,496,Telekom-T3OVsw,
3990,490,601,Telekom-T3OVsw,
3991,486,704,Telekom-T3OVsw,
3992,477,821,Telekom-T3OVsw,
3993,476,893,Telekom-T3OVsw,
3994,475,962,Telekom-T3OVsw,
3995,589,961,Telekom-T3OVsw,
3996,589,880,Telekom-T3OVsw,
3997,589,788,Telekom-T3OVsw,
3998,588,687,Telekom-T3OVsw,
3999,588,574,Telekom-T3OVsw,
4000,595,490,Telekom-T3OVsw,
4001,588,377,Telekom-T3OVsw,
4002,592,255,Telekom-T3OVsw,
4003,611,147,Telekom-T3OVsw,
4004,602,59,Telekom-T3OVsw,
4005,599,7,Telekom-T3OVsw,
4006,716,13,Telekom-T3OVsw,
4007,713,79,Telekom-T3OVsw,
4008,708,163,Telekom-T3OVsw,
4009,710,257,Telekom-T3OVsw,
4010,702,375,Telekom-T3OVsw,
4011,698,480,Telekom-T3OVsw,
4012,694,574,Telekom-T3OVsw,
4013,695,675,Telekom-T3OVsw,
4014,692,779,Telekom-T3OVsw,
4015,685,885,Telekom-T3OVsw,
4016,676,961,Telekom-T3OVsw,
4017,811,958,Telekom-T3OVsw,
4018,808,877,Telekom-T3OVsw,
4019,810,793,Telekom-T3OVsw,
4020,812,670,Telekom-T3OVsw,
4021,808,561,Telekom-T3OVsw,
4022,965,558,Telekom-T3OVsw,
4023,1089,567,Telekom-T3OVsw,
4024,809,465,Telekom-T3OVsw,
4025,808,349,Telekom-T3OVsw,
4026,820,255,Telekom-T3OVsw,
4027,827,144,Telekom-T3OVsw,
4028,826,74,Telekom-T3OVsw,
4029,824,13,Telekom-T3OVsw,
4030,964,18,Telekom-T3OVsw,
4031,971,85,Telekom-T3OVsw,
4032,966,151,Telekom-T3OVsw,
4033,969,251,Telekom-T3OVsw,
4034,970,360,Telekom-T3OVsw,
4035,973,459,Telekom-T3OVsw,
4036,1094,21,Telekom-T3OVsw,
4037,1094,92,Telekom-T3OVsw,
4038,1095,158,Telekom-T3OVsw,
4039,1090,256,Telekom-T3OVsw,
4040,1088,357,Telekom-T3OVsw,
4041,1084,448,Telekom-T3OVsw,
4042,1218,451,Telekom-T3OVsw,
4043,1334,449,Telekom-T3OVsw,
4044,1459,444,Telekom-T3OVsw,
4045,1566,445,Telekom-T3OVsw,168.0
4046,1677,444,Telekom-T3OVsw,
4047,1771,439,Telekom-T3OVsw,
4048,1765,525,Telekom-T3OVsw,
4049,1672,518,Telekom-T3OVsw,
4050,1568,537,Telekom-T3OVsw,
4051,1448,537,Telekom-T3OVsw,
4052,1325,533,Telekom-T3OVsw,
4053,1212,529,Telekom-T3OVsw,
4054,1148,611,Telekom-T3OVsw,
4055,1213,609,Telekom-T3OVsw,
4056,1329,616,Telekom-T3OVsw,
4057,1444,612,Telekom-T3OVsw,167.0
4058,1570,614,Telekom-T3OVsw,
4059,1145,676,Telekom-T3OVsw,
4060,1209,678,Telekom-T3OVsw,
4061,1324,694,Telekom-T3OVsw,
4062,1440,685,Telekom-T3OVsw,174.0
4063,1574,690,Telekom-T3OVsw,
4064,1668,609,Telekom-T3OVsw,
4065,1759,607,Telekom-T3OVsw,
4066,1657,697,Telekom-T3OVsw,
4067,1755,689,Telekom-T3OVsw,
4068,1149,785,Telekom-T3OVsw,
4069,1214,778,Telekom-T3OVsw,
4070,1330,783,Telekom-T3OVsw,
4071,1443,769,Telekom-T3OVsw,
4072,1582,797,Telekom-T3OVsw,
4073,1670,804,Telekom-T3OVsw,
4074,1766,803,Telekom-T3OVsw,
4075,1146,872,Telekom-T3OVsw,
4076,1147,953,Telekom-T3OVsw,
4077,1210,873,Telekom-T3OVsw,
4078,1330,874,Telekom-T3OVsw,
4079,1435,875,Telekom-T3OVsw,
4080,1579,888,Telekom-T3OVsw,
4081,1671,891,Telekom-T3OVsw,171.0
4082,1767,893,Telekom-T3OVsw,169.0
4083,1770,962,Telekom-T3OVsw,173.0
4084,1677,961,Telekom-T3OVsw,
4085,1579,966,Telekom-T3OVsw,
4086,1434,957,Telekom-T3OVsw,
4087,1334,961,Telekom-T3OVsw,
4088,1222,956,Telekom-T3OVsw,
4089,1456,353,Telekom-T3OVsw,
4090,1334,355,Telekom-T3OVsw,
4091,1222,356,Telekom-T3OVsw,
4092,1141,360,Telekom-T3OVsw,
4093,1454,260,Telekom-T3OVsw,
4094,1329,249,Telekom-T3OVsw,
4095,1218,251,Telekom-T3OVsw,
4096,1669,154,Telekom-T3OVsw,
4097,1773,148,Telekom-T3OVsw,
4098,1145,253,Telekom-T3OVsw,
4099,1144,155,Telekom-T3OVsw,
4100,1142,58,Telekom-T3OVsw,
4101,1220,162,Telekom-T3OVsw,
4102,1577,352,Telekom-T3OVsw,
4103,1676,304,Telekom-T3OVsw,
4104,1774,307,Telekom-T3OVsw,
4105,1771,248,Telekom-T3OVsw,
4106,1670,243,Telekom-T3OVsw,
4107,1575,235,Telekom-T3OVsw,
4108,1331,165,Telekom-T3OVsw,
4109,1214,55,Telekom-T3OVsw,
4110,1334,56,Telekom-T3OVsw,
4111,1450,160,Telekom-T3OVsw,
4112,1564,147,Telekom-T3OVsw,
4113,1448,55,Telekom-T3OVsw,
4114,1560,59,Telekom-T3OVsw,
4115,1658,57,Telekom-T3OVsw,
4116,1762,56,Telekom-T3OVsw,
4117,48,19,Telekom-XvgoOb,
4118,41,82,Telekom-XvgoOb,
4119,41,141,Telekom-XvgoOb,
4120,40,205,Telekom-XvgoOb,
4121,40,303,Telekom-XvgoOb,
4122,37,407,Telekom-XvgoOb,
4123,33,508,Telekom-XvgoOb,
4124,38,629,Telekom-XvgoOb,
4125,38,728,Telekom-XvgoOb,
4126,40,866,Telekom-XvgoOb,
4127,33,959,Telekom-XvgoOb,
4128,137,958,Telekom-XvgoOb,
4129,135,857,Telekom-XvgoOb,
4130,135,729,Telekom-XvgoOb,
4131,139,639,Telekom-XvgoOb,
4132,144,531,Telekom-XvgoOb,
4133,143,594,Telekom-XvgoOb,
4134,32,582,Telekom-XvgoOb,
4135,141,415,Telekom-XvgoOb,
4136,146,326,Telekom-XvgoOb,
4137,148,178,Telekom-XvgoOb,
4138,139,239,Telekom-XvgoOb,
4139,146,89,Telekom-XvgoOb,
4140,147,24,Telekom-XvgoOb,
4141,282,16,Telekom-XvgoOb,
4142,277,85,Telekom-XvgoOb,
4143,273,159,Telekom-XvgoOb,
4144,274,244,Telekom-XvgoOb,
4145,274,351,Telekom-XvgoOb,
4146,272,458,Telekom-XvgoOb,
4147,269,588,Telekom-XvgoOb,
4148,263,710,Telekom-XvgoOb,
4149,255,828,Telekom-XvgoOb,
4150,242,909,Telekom-XvgoOb,
4151,231,965,Telekom-XvgoOb,
4152,357,957,Telekom-XvgoOb,
4153,360,903,Telekom-XvgoOb,
4154,360,819,Telekom-XvgoOb,
4155,369,704,Telekom-XvgoOb,
4156,367,605,Telekom-XvgoOb,
4157,370,502,Telekom-XvgoOb,
4158,389,394,Telekom-XvgoOb,
4159,394,249,Telekom-XvgoOb,
4160,391,153,Telekom-XvgoOb,
4161,389,71,Telekom-XvgoOb,
4162,391,12,Telekom-XvgoOb,
4163,514,13,Telekom-XvgoOb,
4164,502,67,Telekom-XvgoOb,
4165,507,150,Telekom-XvgoOb,
4166,504,251,Telekom-XvgoOb,
4167,504,377,Telekom-XvgoOb,
4168,499,496,Telekom-XvgoOb,
4169,490,601,Telekom-XvgoOb,
4170,486,704,Telekom-XvgoOb,
4171,477,821,Telekom-XvgoOb,
4172,476,893,Telekom-XvgoOb,
4173,475,962,Telekom-XvgoOb,
4174,589,961,Telekom-XvgoOb,
4175,589,880,Telekom-XvgoOb,
4176,589,788,Telekom-XvgoOb,
4177,588,687,Telekom-XvgoOb,
4178,588,574,Telekom-XvgoOb,
4179,595,490,Telekom-XvgoOb,
4180,588,377,Telekom-XvgoOb,
4181,592,255,Telekom-XvgoOb,
4182,611,147,Telekom-XvgoOb,
4183,602,59,Telekom-XvgoOb,
4184,599,7,Telekom-XvgoOb,
4185,716,13,Telekom-XvgoOb,
4186,713,79,Telekom-XvgoOb,
4187,708,163,Telekom-XvgoOb,
4188,710,257,Telekom-XvgoOb,
4189,702,375,Telekom-XvgoOb,
4190,698,480,Telekom-XvgoOb,
4191,694,574,Telekom-XvgoOb,
4192,695,675,Telekom-XvgoOb,
4193,692,779,Telekom-XvgoOb,
4194,685,885,Telekom-XvgoOb,
4195,676,961,Telekom-XvgoOb,
4196,811,958,Telekom-XvgoOb,
4197,808,877,Telekom-XvgoOb,
4198,810,793,Telekom-XvgoOb,
4199,812,670,Telekom-XvgoOb,
4200,808,561,Telekom-XvgoOb,
4201,965,558,Telekom-XvgoOb,
4202,1089,567,Telekom-XvgoOb,
4203,809,465,Telekom-XvgoOb,
4204,808,349,Telekom-XvgoOb,
4205,820,255,Telekom-XvgoOb,
4206,827,144,Telekom-XvgoOb,
4207,826,74,Telekom-XvgoOb,
4208,824,13,Telekom-XvgoOb,
4209,964,18,Telekom-XvgoOb,
4210,971,85,Telekom-XvgoOb,
4211,966,151,Telekom-XvgoOb,
4212,969,251,Telekom-XvgoOb,
4213,970,360,Telekom-XvgoOb,
4214,973,459,Telekom-XvgoOb,
4215,1094,21,Telekom-XvgoOb,
4216,1094,92,Telekom-XvgoOb,
4217,1095,158,Telekom-XvgoOb,
4218,1090,256,Telekom-XvgoOb,
4219,1088,357,Telekom-XvgoOb,
4220,1084,448,Telekom-XvgoOb,
4221,1218,451,Telekom-XvgoOb,
4222,1334,449,Telekom-XvgoOb,
4223,1459,444,Telekom-XvgoOb,
4224,1566,445,Telekom-XvgoOb,
4225,1677,444,Telekom-XvgoOb,
4226,1771,439,Telekom-XvgoOb,
4227,1765,525,Telekom-XvgoOb,
4228,1672,518,Telekom-XvgoOb,
4229,1568,537,Telekom-XvgoOb,
4230,1448,537,Telekom-XvgoOb,
4231,1325,533,Telekom-XvgoOb,
4232,1212,529,Telekom-XvgoOb,
4233,1148,611,Telekom-XvgoOb,
4234,1213,609,Telekom-XvgoOb,
4235,1329,616,Telekom-XvgoOb,
4236,1444,612,Telekom-XvgoOb,
4237,1570,614,Telekom-XvgoOb,
4238,1145,676,Telekom-XvgoOb,
4239,1209,678,Telekom-XvgoOb,
4240,1324,694,Telekom-XvgoOb,
4241,1440,685,Telekom-XvgoOb,
4242,1574,690,Telekom-XvgoOb,
4243,1668,609,Telekom-XvgoOb,
4244,1759,607,Telekom-XvgoOb,
4245,1657,697,Telekom-XvgoOb,
4246,1755,689,Telekom-XvgoOb,171.0
4247,1149,785,Telekom-XvgoOb,
4248,1214,778,Telekom-XvgoOb,
4249,1330,783,Telekom-XvgoOb,
4250,1443,769,Telekom-XvgoOb,
4251,1582,797,Telekom-XvgoOb,
4252,1670,804,Telekom-XvgoOb,
4253,1766,803,Telekom-XvgoOb,
